request_id,tenant,adapter,whale,arrival_time_ms,start_time_ms,finish_time_ms,wait_time_ms,ttft_ms,service_time_ms,prompt_tokens,output_tokens,total_tokens,switch_penalty_ms
364,B,adapter-code,False,927,640527,641652,639600,640664,1125,177,78,255,900
429,C,adapter-doc,False,1090,641652,642806,640562,641606,1154,128,134,262,900
455,D,adapter-research,False,1158,642806,643959,641648,642683,1153,107,142,249,900
268,A,adapter-chat,False,686,643959,645103,643273,644358,1144,227,76,303,900
365,B,adapter-code,False,929,645103,646228,644174,645227,1125,151,91,242,900
434,C,adapter-doc,False,1106,646228,647387,645122,646170,1159,139,134,273,900
456,D,adapter-research,False,1159,647387,648517,646228,647312,1130,224,62,286,900
269,A,adapter-chat,False,689,648517,649680,647828,648931,1163,270,77,347,900
368,B,adapter-code,False,936,649680,650818,648744,649802,1138,162,100,262,900
444,C,adapter-doc,True,1130,650818,655013,649688,653096,4195,2998,696,3694,900
460,D,adapter-research,False,1167,655013,656147,653846,654955,1134,284,39,323,900
270,A,adapter-chat,False,692,656147,657294,655455,656540,1147,227,80,307,900
372,B,adapter-code,False,946,657294,658441,656348,657444,1147,253,67,320,900
448,C,adapter-doc,False,1136,658441,659554,657305,658328,1113,78,111,189,900
475,D,adapter-research,False,1208,659554,660627,658346,659367,1073,73,69,142,900
274,A,adapter-chat,True,705,660627,664844,659922,662962,4217,2507,1130,3637,900
378,B,adapter-code,False,961,664844,666047,663883,664994,1203,287,114,401,900
451,C,adapter-doc,False,1148,666047,667180,664899,665991,1133,243,57,300,900
481,D,adapter-research,False,1218,667180,668363,665962,667075,1183,294,88,382,900
279,A,adapter-chat,False,717,668363,669550,667646,668756,1187,285,97,382,900
383,B,adapter-code,False,972,669550,670666,668578,669602,1116,81,113,194,900
457,C,adapter-doc,False,1161,670666,671838,669505,670577,1172,196,122,318,900
484,D,adapter-research,False,1221,671838,673007,670617,671662,1169,131,149,280,900
280,A,adapter-chat,False,718,673007,674173,672289,673364,1166,202,112,314,900
391,B,adapter-code,False,992,674173,675271,673181,674205,1098,80,94,174,900
468,C,adapter-doc,False,1190,675271,676403,674081,675139,1132,162,93,255,900
485,D,adapter-research,False,1224,676403,677528,675179,676239,1125,167,83,250,900
283,A,adapter-chat,False,725,677528,678640,676803,677858,1112,155,74,229,900
395,B,adapter-code,False,1007,678640,679688,677633,678655,1048,77,40,117,900
470,C,adapter-doc,False,1193,679688,680844,678495,679592,1156,255,76,331,900
490,D,adapter-research,False,1236,680844,681994,679608,680657,1150,140,123,263,900
285,A,adapter-chat,False,730,681994,683121,681264,682307,1127,126,105,231,900
396,B,adapter-code,False,1010,683121,684264,682111,683201,1143,239,70,309,900
472,C,adapter-doc,False,1200,684264,685421,683064,684132,1157,186,110,296,900
491,D,adapter-research,True,1237,685421,690433,684184,688358,5012,4018,754,4772,900
287,A,adapter-chat,True,733,690433,695478,689700,693982,5045,4162,671,4833,900
401,B,adapter-code,False,1024,695478,696597,694454,695525,1119,194,64,258,900
482,C,adapter-doc,True,1219,696597,700471,695378,698204,3874,2221,987,3208,900
496,D,adapter-research,True,1252,700471,705301,699219,703473,4830,4125,463,4588,900
290,A,adapter-chat,False,742,705301,706482,704559,705670,1181,287,89,376,900
404,B,adapter-code,False,1031,706482,707628,705451,706543,1146,242,72,314,900
487,C,adapter-doc,False,1229,707628,708767,706399,707420,1139,75,142,217,900
498,D,adapter-research,False,1259,708767,709897,707508,708585,1130,207,70,277,900
291,A,adapter-chat,False,745,709897,711073,709152,710227,1176,203,123,326,900
406,B,adapter-code,False,1037,711073,712180,710036,711081,1107,130,80,210,900
488,C,adapter-doc,False,1231,712180,713248,710949,711957,1068,44,77,121,900
501,D,adapter-research,False,1264,713248,714307,711984,713016,1059,101,41,142,900
293,A,adapter-chat,False,747,714307,715400,713560,714620,1093,166,48,214,900
407,B,adapter-code,False,1041,715400,716513,714359,715418,1113,164,71,235,900
495,C,adapter-doc,False,1248,716513,717615,715265,716292,1102,88,94,182,900
511,D,adapter-research,False,1290,717615,718716,716325,717369,1101,128,75,203,900
303,A,adapter-chat,False,774,718716,719753,717942,718958,1037,63,34,97,900
408,B,adapter-code,False,1043,719753,720887,718710,719760,1134,142,105,247,900
502,C,adapter-doc,False,1267,720887,721943,719620,720635,1056,60,57,117,900
513,D,adapter-research,False,1293,721943,723076,720650,721760,1133,285,37,322,900
311,A,adapter-chat,False,791,723076,724296,722285,723399,1220,296,129,425,900
419,B,adapter-code,False,1071,724296,725446,723225,724305,1150,215,88,303,900
504,C,adapter-doc,True,1272,725446,730506,724174,727926,5060,3456,1275,4731,900
517,D,adapter-research,False,1301,730506,731598,729205,730262,1092,159,50,209,900
312,A,adapter-chat,False,794,731598,732756,730804,731922,1158,305,56,361,900
422,B,adapter-code,False,1075,732756,733891,731681,732740,1135,164,96,260,900
507,C,adapter-doc,False,1279,733891,734999,732612,733637,1108,83,104,187,900
519,D,adapter-research,False,1305,734999,736080,733694,734738,1081,128,52,180,900
315,A,adapter-chat,False,805,736080,737260,735275,736330,1180,155,150,305,900
424,B,adapter-code,False,1080,737260,738422,736180,737280,1162,261,80,341,900
512,C,adapter-doc,False,1292,738422,739523,737130,738144,1101,57,108,165,900
529,D,adapter-research,False,1329,739523,740574,738194,739208,1051,56,53,109,900
320,A,adapter-chat,False,816,740574,741725,739758,740868,1151,285,57,342,900
425,B,adapter-code,False,1081,741725,742885,740644,741743,1160,259,79,338,900
515,C,adapter-doc,False,1297,742885,744087,741588,742669,1202,216,146,362,900
538,D,adapter-research,False,1353,744087,745167,742734,743747,1080,55,85,140,900
326,A,adapter-chat,False,827,745167,746276,744340,745384,1109,129,83,212,900
426,B,adapter-code,False,1082,746276,747379,745194,746214,1103,72,103,175,900
520,C,adapter-doc,True,1307,747379,752012,746072,749662,4633,3240,981,4221,900
539,D,adapter-research,False,1355,752012,753095,750657,751685,1083,91,72,163,900
327,A,adapter-chat,False,831,753095,754294,752264,753356,1199,243,130,373,900
427,B,adapter-code,False,1083,754294,755412,753211,754260,1118,140,88,228,900
523,C,adapter-doc,True,1317,755412,759725,754095,757150,4313,2526,1221,3747,900
540,D,adapter-research,False,1358,759725,760894,758367,759490,1169,316,63,379,900
332,A,adapter-chat,False,846,760894,761979,760048,761096,1085,138,52,190,900
442,B,adapter-code,False,1126,761979,763177,760853,761935,1198,219,140,359,900
525,C,adapter-doc,False,1319,763177,764353,761858,762950,1176,242,105,347,900
547,D,adapter-research,False,1373,764353,765489,762980,764036,1136,156,100,256,900
336,A,adapter-chat,False,857,765489,766648,764632,765739,1159,278,69,347,900
446,B,adapter-code,False,1133,766648,767728,765515,766550,1080,107,61,168,900
532,C,adapter-doc,True,1335,767728,772163,766393,769670,4435,2822,1109,3931,900
548,D,adapter-research,False,1375,772163,773355,770788,771897,1192,283,103,386,900
337,A,adapter-chat,False,858,773355,774525,772497,773571,1170,199,118,317,900
447,B,adapter-code,False,1135,774525,775689,773390,774481,1164,241,92,333,900
536,C,adapter-doc,True,1350,775689,779107,774339,777170,3418,2228,475,2703,900
562,D,adapter-research,False,1411,779107,780342,777696,778814,1235,304,141,445,900
340,A,adapter-chat,False,865,780342,781560,779477,780597,1218,310,120,430,900
449,B,adapter-code,False,1140,781560,782715,780420,781506,1155,228,88,316,900
545,C,adapter-doc,False,1369,782715,783845,781346,782409,1130,174,86,260,900
566,D,adapter-research,False,1418,783845,784974,782427,783460,1129,103,117,220,900
346,A,adapter-chat,False,876,784974,786073,784098,785118,1099,72,99,171,900
461,B,adapter-code,True,1170,786073,790404,784903,788375,4331,3083,776,3859,900
546,C,adapter-doc,True,1372,790404,793809,789032,791839,3405,2196,487,2683,900
580,D,adapter-research,False,1454,793809,794967,792355,793439,1158,223,94,317,900
347,A,adapter-chat,False,879,794967,796096,794088,795196,1129,281,34,315,900
462,B,adapter-code,False,1172,796096,797222,794924,795959,1126,108,112,220,900
552,C,adapter-doc,False,1385,797222,798270,795837,796858,1048,74,41,115,900
586,D,adapter-research,False,1465,798270,799388,796805,797900,1118,251,36,287,900
351,A,adapter-chat,False,892,799388,800589,798496,799602,1201,277,116,393,900
463,B,adapter-code,False,1175,800589,801698,799414,800456,1109,124,86,210,900
553,C,adapter-doc,False,1389,801698,802814,800309,801318,1116,46,130,176,900
591,D,adapter-research,False,1477,802814,803984,801337,802446,1170,284,79,363,900
354,A,adapter-chat,False,897,803984,805172,803087,804190,1188,268,106,374,900
464,B,adapter-code,False,1177,805172,806390,803995,805097,1218,266,140,406,900
556,C,adapter-doc,False,1395,806390,807519,804995,806103,1129,282,34,316,900
355,A,adapter-chat,False,898,807519,808683,806621,807744,1164,316,57,373,900
476,B,adapter-code,True,1209,808683,812377,807474,810249,3694,2153,844,2997,900
558,C,adapter-doc,True,1402,812377,817114,810975,814944,4737,3746,675,4421,900
359,A,adapter-chat,False,911,817114,818310,816203,817292,1196,235,130,365,900
489,B,adapter-code,False,1234,818310,819439,817076,818135,1129,164,89,253,900
559,C,adapter-doc,True,1403,819439,824769,818036,822056,5330,3813,1278,5091,900
361,A,adapter-chat,False,919,824769,825916,823850,824887,1147,113,133,246,900
497,B,adapter-code,False,1255,825916,827093,824661,825724,1177,173,138,311,900
568,C,adapter-doc,False,1422,827093,828169,825671,826697,1076,86,66,152,900
363,A,adapter-chat,False,926,828169,829387,827243,828346,1218,270,138,408,900
503,B,adapter-code,False,1268,829387,830554,828119,829211,1167,242,95,337,900
575,C,adapter-doc,True,1440,830554,834089,829114,831820,3535,2061,744,2805,900
367,A,adapter-chat,False,933,834089,835321,833156,834266,1232,285,147,432,900
505,B,adapter-code,True,1274,835321,839404,834047,836870,4083,2217,1223,3440,900
576,C,adapter-doc,False,1442,839404,840513,837962,839033,1109,192,54,246,900
373,A,adapter-chat,False,949,840513,841646,839564,840623,1133,165,93,258,900
521,B,adapter-code,False,1310,841646,842838,840336,841449,1192,292,99,391,900
594,C,adapter-doc,True,1485,842838,847956,841353,845409,5118,3861,1002,4863,900
376,A,adapter-chat,False,953,847956,849077,847003,848020,1121,64,127,191,900
527,B,adapter-code,False,1325,849077,850202,847752,848835,1125,222,58,280,900
595,C,adapter-doc,True,1488,850202,855379,848714,852822,5177,3931,1010,4941,900
379,A,adapter-chat,False,964,855379,856466,854415,855425,1087,48,97,145,900
528,B,adapter-code,False,1326,856466,857611,855140,856185,1145,130,123,253,900
597,C,adapter-doc,True,1492,857611,861999,856119,859318,4388,2718,1144,3862,900
381,A,adapter-chat,False,969,861999,863135,861030,862078,1136,138,109,247,900
530,B,adapter-code,False,1333,863135,864288,861802,862831,1153,93,149,242,900
384,A,adapter-chat,False,973,864288,865396,863315,864334,1108,68,111,179,900
531,B,adapter-code,False,1334,865396,866507,864062,865137,1111,203,51,254,900
385,A,adapter-chat,False,976,866507,867698,865531,866631,1191,262,112,374,900
533,B,adapter-code,False,1339,867698,868776,866359,867376,1078,64,79,143,900
386,A,adapter-chat,False,978,868776,869835,867798,868814,1059,61,59,120,900
534,B,adapter-code,False,1343,869835,871065,868492,869605,1230,292,142,434,900
388,A,adapter-chat,False,983,871065,872158,870082,871156,1093,201,32,233,900
550,B,adapter-code,False,1379,872158,873242,870779,871822,1084,125,57,182,900
392,A,adapter-chat,False,996,873242,874408,872246,873326,1166,214,107,321,900
560,B,adapter-code,False,1406,874408,875616,873002,874104,1208,266,129,395,900
397,A,adapter-chat,False,1013,875616,876804,874603,875687,1188,224,127,351,900
563,B,adapter-code,True,1413,876804,881762,875391,879457,4958,3875,813,4688,900
398,A,adapter-chat,False,1014,881762,882943,880748,881865,1181,302,82,384,900
570,B,adapter-code,False,1425,882943,884113,881518,882613,1170,249,95,344,900
399,A,adapter-chat,True,1018,884113,888935,883095,886601,4822,3128,1284,4412,900
577,B,adapter-code,False,1445,888935,890121,887490,888583,1186,246,114,360,900
400,A,adapter-chat,False,1020,890121,891263,889101,890160,1142,164,103,267,900
579,B,adapter-code,False,1451,891263,892366,889812,890860,1103,137,73,210,900
402,A,adapter-chat,False,1025,892366,893509,891341,892412,1143,193,91,284,900
581,B,adapter-code,False,1457,893509,894648,892052,893160,1139,281,46,327,900
409,A,adapter-chat,False,1045,894648,895879,893603,894709,1231,276,150,426,900
582,B,adapter-code,False,1458,895879,897049,894421,895500,1170,211,113,324,900
410,A,adapter-chat,False,1049,897049,898238,896000,897095,1189,249,116,365,900
584,B,adapter-code,False,1462,898238,899341,896776,897808,1103,100,90,190,900
411,A,adapter-chat,False,1053,899341,900479,898288,899328,1138,118,121,239,900
588,B,adapter-code,False,1470,900479,901645,899009,900120,1166,289,72,361,900
412,A,adapter-chat,False,1057,901645,902838,900588,901698,1193,285,104,389,900
590,B,adapter-code,False,1476,902838,903895,901362,902388,1057,85,46,131,900
414,A,adapter-chat,False,1059,903895,905028,902836,903878,1133,125,112,237,900
593,B,adapter-code,True,1482,905028,908647,903546,906068,3619,1816,1041,2857,900
416,A,adapter-chat,False,1065,908647,909846,907582,908700,1199,305,101,406,900
596,B,adapter-code,False,1490,909846,911015,908356,909468,1169,290,75,365,900
417,A,adapter-chat,False,1068,911015,912163,909947,911061,1148,296,49,345,900
599,B,adapter-code,False,1494,912163,913265,910669,911686,1102,64,106,170,900
430,A,adapter-chat,False,1092,913265,914369,912173,913247,1104,200,45,245,900
431,A,adapter-chat,False,1096,914369,914665,913273,913507,296,301,79,380,18
436,A,adapter-chat,False,1111,914665,914887,913554,913726,222,152,67,219,18
437,A,adapter-chat,False,1115,914887,915192,913772,913995,305,274,102,376,18
438,A,adapter-chat,False,1118,915192,915480,914074,914256,288,177,129,306,18
439,A,adapter-chat,False,1120,915480,915778,914360,914579,298,265,99,364,18
440,A,adapter-chat,False,1121,915778,916007,914657,914835,229,166,68,234,18
441,A,adapter-chat,False,1122,916007,916342,914885,915104,335,264,140,404,18
443,A,adapter-chat,False,1127,916342,916621,915215,915384,279,145,133,278,18
445,A,adapter-chat,False,1131,916621,916956,915490,915703,335,250,147,397,18
450,A,adapter-chat,False,1144,916956,917201,915812,915957,245,87,123,210,18
458,A,adapter-chat,True,1162,917201,920444,916039,918322,3243,2674,888,3562,18
459,A,adapter-chat,False,1165,920444,920588,919279,919405,144,44,31,75,18
465,A,adapter-chat,False,1181,920588,920852,919407,919614,264,236,74,310,18
466,A,adapter-chat,False,1184,920852,921040,919668,919811,188,83,61,144,18
467,A,adapter-chat,False,1186,921040,921270,919854,920043,230,194,56,250,18
469,A,adapter-chat,False,1191,921270,921627,920079,920317,357,310,143,453,18
471,A,adapter-chat,True,1196,921627,923995,920431,922266,2368,2076,414,2490,18
473,A,adapter-chat,False,1202,923995,924323,922793,923033,328,315,108,423,18
474,A,adapter-chat,False,1204,924323,924601,923119,923287,278,144,133,277,18
477,A,adapter-chat,False,1210,924601,924794,923391,923553,193,129,45,174,18
478,A,adapter-chat,False,1213,924794,925070,923581,923780,276,217,96,313,18
479,A,adapter-chat,False,1214,925070,925353,923856,924038,283,177,123,300,18
480,A,adapter-chat,False,1215,925353,925617,924138,924355,264,259,64,323,18
483,A,adapter-chat,True,1220,925617,928027,924397,926062,2410,1850,650,2500,18
486,A,adapter-chat,False,1225,928027,928354,926802,927035,327,297,116,413,18
492,A,adapter-chat,False,1240,928354,928674,927114,927319,320,232,138,370,18
493,A,adapter-chat,False,1242,928674,928928,927432,927662,254,291,37,328,18
494,A,adapter-chat,True,1246,928928,932566,927682,930021,3638,2748,1265,4013,18
499,A,adapter-chat,False,1260,932566,932748,931306,931454,182,95,49,144,18
500,A,adapter-chat,False,1262,932748,933045,931486,931726,297,314,75,389,18
506,A,adapter-chat,False,1276,933045,933249,931769,931941,204,153,46,199,18
508,A,adapter-chat,True,1283,933249,935777,931966,933792,2528,2064,602,2666,18
509,A,adapter-chat,False,1284,935777,936003,934493,934689,226,209,45,254,18
510,A,adapter-chat,False,1288,936003,936332,934715,934933,329,261,135,396,18
514,A,adapter-chat,False,1294,936332,936615,935038,935276,283,309,61,370,18
516,A,adapter-chat,False,1300,936615,936807,935315,935487,192,152,33,185,18
518,A,adapter-chat,False,1303,936807,937048,935504,935641,241,68,127,195,18
522,A,adapter-chat,True,1314,937048,939886,935734,938034,2838,2696,420,3116,18
524,A,adapter-chat,False,1318,939886,940147,938568,938723,261,112,129,241,18
526,A,adapter-chat,False,1323,940147,940473,938824,939042,326,263,131,394,18
535,A,adapter-chat,False,1347,940473,940681,939126,939299,208,155,50,205,18
537,A,adapter-chat,False,1351,940681,941048,939330,939572,367,320,150,470,18
541,A,adapter-chat,False,1359,941048,941312,939689,939919,264,291,49,340,18
542,A,adapter-chat,False,1360,941312,941579,939952,940180,267,285,55,340,18
543,A,adapter-chat,False,1361,941579,941792,940218,940360,213,81,90,171,18
544,A,adapter-chat,False,1365,941792,942000,940427,940608,208,175,41,216,18
549,A,adapter-chat,False,1377,942000,942207,940623,940755,207,57,94,151,18
551,A,adapter-chat,False,1381,942207,942465,940826,941044,258,262,55,317,18
554,A,adapter-chat,False,1390,942465,942734,941075,941221,269,91,148,239,18
555,A,adapter-chat,False,1393,942734,943092,941341,941581,358,314,142,456,18
557,A,adapter-chat,False,1399,943092,943324,941693,941904,232,245,34,279,18
561,A,adapter-chat,False,1408,943324,943557,941916,942081,233,136,86,222,18
564,A,adapter-chat,False,1414,943557,943838,942143,942311,281,142,137,279,18
565,A,adapter-chat,False,1417,943838,944054,942421,942588,216,141,65,206,18
567,A,adapter-chat,False,1421,944054,944365,942633,942859,311,282,105,387,18
569,A,adapter-chat,False,1424,944365,944651,942941,943112,286,149,139,288,18
571,A,adapter-chat,False,1427,944651,944895,943224,943377,244,107,112,219,18
572,A,adapter-chat,False,1430,944895,945184,943465,943655,289,196,121,317,18
573,A,adapter-chat,False,1434,945184,945404,943750,943929,220,169,57,226,18
574,A,adapter-chat,False,1437,945404,945568,943967,944114,164,92,30,122,18
578,A,adapter-chat,False,1449,945568,945803,944119,944307,235,191,63,254,18
583,A,adapter-chat,False,1461,945803,946125,944342,944557,322,255,130,385,18
585,A,adapter-chat,False,1463,946125,946366,944662,944828,241,139,94,233,18
587,A,adapter-chat,False,1468,946366,946622,944898,945121,256,274,48,322,18
589,A,adapter-chat,False,1472,946622,946896,945150,945320,274,147,127,274,18
592,A,adapter-chat,False,1480,946896,947143,945416,945544,247,47,144,191,18
598,A,adapter-chat,False,1493,947143,947353,945650,945801,210,103,76,179,18
600,A,adapter-chat,True,1498,947353,950240,945855,947838,2887,2274,826,3100,18
